,sentiment,content
37744,empty,"@aditya Easy. Put on a mask. Hack. Even though the cameras record you, no one can do jackshit"
37835,empty,i think that i'm the only 1 on!!!
37907,empty,http://twitpic.com/67jxs - Such crappy weather
37913,empty,Has finally taken a shower after much distraction from twitter and the bubble wrap off to read  and drink a smoothie
37928,empty,@REGYATES yes  lol
37968,empty,i am so bored.
37984,empty,is looking forward to tonight's dinner date with Mom; is gymming this afternoon; started &quot;bawas kanin&quot; (less rice) movement; is celibate.
38008,empty,on my way too school. be back later...
38020,empty,"@cathjenkin when I see all the moms' on twitter and their tweets, I know its gonna be worth ir"
38025,empty,@Clare_Josa how exciting!!! looking forward to pics on facebook  xxx
38050,empty,"Glorious day in Glasgow for a change, and I'm working  Too much to do to even contemplate knocking off early..."
38090,empty,@claudiatan http://twitpic.com/4jber - aww .... then we wonder why they hate us later..... lol!!
38127,empty,Even ARNOLD couldn't save the parks  http://bit.ly/WSM5J  - How is this providing jobs?
38147,empty,@dexterouslady the next best thing other than being bored is being bored and being able to share it with people on twitter....
38234,empty,ontd is our god
38245,empty,@kimoraklein my sleep pattern is screwed i need to try and stay up 2 midnight so i can get some decent sleep coz i havent slept
38255,empty,Anyone having twitter issues? It's eating my tweets.
38336,empty,"@LP_laura_LP ok thanks for the help! I hope they respond to me sooner or later, then! thanks!"
38350,empty,@mitsougelinas oui ta soeur!!
38377,empty,@eileenfletcher thanks for your follow  just do you own thing + join in with what interests you
38388,empty,wut do i do now????
38414,empty,"@alanmcnamee nope no idea, I've registered, so far no response"
38430,empty,@MarissaAshley you are very welcome
38440,empty,@hollywills   hi holly  i'll volunteer to try it out first for u! hope ur having a fab weekend xoxox...
38453,empty,...Nomore adventure time
38471,empty,@dushbag And I totally wish I was going to Orlando.  How long until you're there? I forget how long the drive is.
38539,empty,@xoxoJL whatever!! Stupid Aussies!
38569,empty,"just signed up..so, hello twitter world, here I am"
38582,empty,@957TheBeat i want magic mountain tix but i dont get ur station out in paso  boo sux for me
38642,empty,@kevincriz http://twitpic.com/4wh5x - LUCKY! I'm so jealous even though I don't like her that much
38736,empty,Why it gets so difficult when I try to change finally ?
38808,empty,@dougiemcfly Hi Dougie I'm your fan from Thailand. I'm Film 'Luv ur song so much
38882,empty,@BBlane yeah i work 7 days
38952,empty,@Sampalm  i can't vote for  her i'm #frustraded  :@
39055,empty,Trying to figure out what to do tonight. See the game? Social events w. friends? Or stay home and play the s**t out of my drums
39087,empty,@NamOf I know  My bro asked if I shaked my fists and now own 6 cats. Will have to make up for last night this weekend when I'm in Philly.
39105,empty,"So, #primavera is in Barcelona. In Spain. Surely Ruth Lorenzo must be here, right? BTW Jarvis has a walking stick"
39188,empty,having another only fools and horses marathon day
39193,empty,slammin headache from being out in the sun
39259,empty,ahh i hate when you bbrush your teeth so hard you make your gums bleed
39308,empty,those workmen extending R block can't start this early surely.. its 7:45am and already they're making a racket and woken me up!
39326,empty,Sooo the Children's Museum was closed for a fund raiser when we got there.  annoying
39337,empty,Going to Al Ain.  Need to check out one store. Hope i find things that I'm looking for.
39364,empty,"@paul_augustine Yes, it is. Though not in coffee   So what's your favorite brand?"
39370,empty,following @lalights keep me updated for the latest dance scene event
39469,empty,"@JujuDeRoussie come overhere then, the Dutch don't dub  might go in an hour #BringTaraBack"
39505,empty,@lovelene I aint blanco either..Yo 100% Puerto Rican mami....yo show muy amor yi tu...but yo no se...
39563,empty,Ugh boring friday
39729,empty,someone save me from boredom.
39810,empty,let me out
39818,empty,@CarrieStephens mine do it no matter WHO i'm on the phone with!
39827,empty,@DR_ILL I &lt;3 my blackberry
39854,empty,"@Rozrad: That was a parking meter, not a streetlight, wasn't it?"
39959,empty,Btw that song is you'll always find ur way back home by hannah montana
40015,empty,If something doesnt happen around here im gonna fall asleep
40089,empty,it's friday night. i'm home. no party this weekend
40116,empty,Midnight ice-cream weather! So damn bored
40127,empty,...normal hours to give any interested twitter friends a glimpse into a topic near and dear to us.
40198,empty,CoNvErSaTiNg
40204,empty,"Dear rain, you suck. Now I gotta change my plans for tonight"
40231,empty,Got let go today
40235,empty,@rosieperez yes! I can't find one 4 my Curve 8900
40240,empty,going to bed soon
40303,empty,@violetbakes Woo hoo - we have that recipe
40305,empty,OMGod I'm soooo tired    I don't think I have the energy to film today lol
40323,empty,@blue_cupcakes that busy wowsa .. okay my pizzas gonna be a while  sorry..
40395,empty,Thanks @PARKPLACEMTG @StopChronicPain @Kerrysherin @Health_Twit01
40469,empty,This is a status update to twitter from ICE  Timestamp: Sun May 10 10:57:44 CEST 2009
40574,empty,Ugh. Waiting for a visitors pass to get on post.  taking FOREVER!
40593,empty,"My nose is chapped, yuck"
40624,empty,@DymeDiva23 Nite. Now I'm up n bored as opposed to almost sleep frm b 4
40758,empty,@Courtney_ @beachbum77
40804,empty,@XJakeXChaosX bored
40814,empty,@memunish looks same in Noida too
40842,empty,"cower failure: when you mean to comply, but stand up for yourself instead"
40913,empty,@less_than_3
40950,empty,The sun is shining and I'm stuck in work
41014,empty,@markcrecco woot!
41051,empty,@tarng Trudy's off Burnet...the one up north that no one goes to
41091,empty,@_AislinnTighee yeah. you're really annoying
41100,empty,"@rickiep00h  no, you didn't fail.  thanks"
41181,empty,@monster7of9 You're welcome
41195,empty,"I'm struggling today...Nola woke up at 3:30, so I'm running on no sleep."
41217,empty,"@middleclassgirl excellent, that's always a win..  i'm just dealing with a small clique of passive-aggressive, resistant managers.."
41247,empty,ending my show with Disturbed: Just Stop! holla at y'all sunday night!
41280,empty,"@chillybreck that would be lovely, alas the cubs would not be gracious enough to stop wrecking the house while we were soaking our bones"
41317,empty,@106jackfm I'm not that's why I'm sulking  not free all day
41361,empty,Facebook.com isint letting me change my profile picture
41363,empty,@Octo77  aaaawww  would u like an alcoholic beverage of your choice?
41425,empty,Have a headache  I'm going to bed. Goodnight!
41545,empty,just played volleyball?
41681,empty,@stephenTiano Esp with Twitter access! the party NEVER stops - even &quot;at nite&quot; cuz it's always daylight &quot;somewhere&quot; around the world!
41747,empty,crying to A Walk To Remember as usual
41792,empty,@davidnikel i don't even know what sporting social enterprise means....
12,enthusiasm,big ups sister #1 for calling in too
107,enthusiasm,The first time all week I can play WoW and I get stuck at &quot;authenticating&quot;.
168,enthusiasm,@oninobaka you know it's a place with &quot;Action&quot;
226,enthusiasm,@jadedcreative did you find me a spot on your team??  wink wink.
243,enthusiasm,Back to Work
245,enthusiasm,@Mileycyrus I can't Vote 4 u a the MTV movie awards. There is no vote button. Is it cause i live in sweden? I wanna vote 4 u 2  u rock xo
339,enthusiasm,My Respect For Travis Clark Has Gone Down 7.5 Notches
377,enthusiasm,really really wants to go and see Coraline.
416,enthusiasm,UP was awesome! Everyone should go see it.  But the stupid theatre didn't show the Pixar short film.
526,enthusiasm,"if you have 75 cents, U can buy a share of GM stock.  Probably 50 cents tomorrow."
584,enthusiasm,waiting on the cue for kenny
611,enthusiasm,Good morning my sexy twitter how's yall doing??? I'm gd but it's like 7:49am n I still wanna sleep
635,enthusiasm,@textualoffender Good Luck.. mine 3rd day today !
637,enthusiasm,Dying to get my hands on the Diagnosis Murder DVD boxset but those pesky kids at Amazon still won't deliver to Zimbabwe
650,enthusiasm,I WANT LASAGNA TOOOOOOO.
724,enthusiasm,@NLiukin OMG so exctied
801,enthusiasm,i miss justin timberlake's voice. i want him to make new album again
829,enthusiasm,Said The Whale &amp; Mother Mother? OK!
969,enthusiasm,@DirtySteveRock I decided you should help me make my first solo album
1048,enthusiasm,What a meeting... YAY more work for me
1106,enthusiasm,@horcrux01 happy bday!
1174,enthusiasm,Comment my new myspace pictures plz?
1183,enthusiasm,@_catchfire Happy Birthday Chip's sister
1188,enthusiasm,@jgm22 Hoping you have some pics to share?- &amp; hoping your Monday am isn't too rough today
1206,enthusiasm,"@xac Reminders are good! Speaking of which, we haven't had a Posture Check in awhile....."
1266,enthusiasm,I need some DRANK &amp; &quot;GRAPE KONTAKT&quot; from my girlies  lol SOOOO SERIOUS!
1335,enthusiasm,is off to RENT soon  Hope I can get home tonight though with all the train problems :s ...
1476,enthusiasm,just another monday...but there are less then 2 hours to work for today...
1510,enthusiasm,fcuk! ayoko na!! I said that in tagalog cuz idk what to do anymore!
1531,enthusiasm,"@sierrabardot whaatttaatttt! she is a good cook and really creative, silly sierra"
1620,enthusiasm,@marcoflores You're welcome!  How much longer until it's colored in?
1638,enthusiasm,Just discovered a shortcoming of Gravity. When you use Twitpic (integrated) it doesn't subtract the pic URL from the 140 character limit
1839,enthusiasm,"making more muffinsss, wheat jerm AANNNDD psyillium husk"
1889,enthusiasm,@Melissa808 nah im pooped from moving 2day im just laying down relaxing  lol
1911,enthusiasm,schoool time. not doing much this week.  about 20 more days of school and it's time for NYC!  can't wait for the last day of school.
1929,enthusiasm,morning everyone! another dat of school
1958,enthusiasm,had to take my baby to the vet again today
1971,enthusiasm,[Somewhere - Within Temptation] returned to mysefl. Keep working hard till June
2015,enthusiasm,Last day to sign up for GoCincinnati! www.crossroads.net/gocincinnati you can sign up with my group.. its going to be AWESOME
2272,enthusiasm,@vanessavaldeezy i'll go to the movies with you
2289,enthusiasm,@JonathanRKnight awe...Thank you Jon!
2324,enthusiasm,"@SarahWV hehe indeed it is, I actually nearly changed my bio to just 'Don't Panic' but I wanted to keep in the #freehugs"
2328,enthusiasm,Think i'm going to go down to the lobby in a while to get either Starbucks or.. perhaps some ice cream
2507,enthusiasm,I wanna talk to Mitchel Mussoooooo
2647,enthusiasm,"&quot;you can ride one, you can catch one, but its not summer til you pop open one&quot;  ?"
2696,enthusiasm,Cant wait to leave work
2768,enthusiasm,@LoveLinds HEY THAT'S SOMETHING I'D DO!
2786,enthusiasm,hi twitter people
2979,enthusiasm,I beat 3 bosses in Castelvania
3020,enthusiasm,"@chrisgwilliams hahaha. I'm driving, so I leave roundabouts when I wake up tomorrow. Arrive proximately 5 hrs from then.  See ya tmw!"
3022,enthusiasm,word to yer mother!!   \m/
3040,enthusiasm,watching a youtube vid of @jonasbrohters sing paranoid live  @njbond007 is so cute when he sings lol
3063,enthusiasm,"New project, new mess"
3090,enthusiasm,"@skotot Oh, that said, the sellout was a fluke. It turns out the projector was broken.   I still think the film is bloody good times, tho."
3120,enthusiasm,"@johncmayer &quot;arrest her&quot; or, anything ending in -est that can be done to her."
3222,enthusiasm,"@Turrislove09 but i realllllllly want to. llike im really starting to hate PA. btw, i just messaged the great one known as dylan"
3229,enthusiasm,D-Lab on MIT Open courseware http://is.gd/ygt5 There goes my chances of getting any work done in the next few weeks
3295,enthusiasm,@awesomerthanyou Memphis and RCW both have all new songs.  should be good.
3331,enthusiasm,monday morning . lets whip out some code today
